,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,position_simple,player_id
19192,SC Braga,Pedro Tiba,25.0,Central Midfield,Vitória Setúbal,£450Th.,in,Summer,0.45,Liga Nos,2014,2014/2015,midfielder,15140.0
19193,SC Braga,Hebert,23.0,Centre-Back,Piast Gliwice,£45Th.,out,Summer,0.045,Liga Nos,2014,2014/2015,defender,7907.0
19195,Vitória Guimarães SC,André Santos,25.0,Defensive Midfield,Balikesirspor,£360Th.,out,Summer,0.36,Liga Nos,2014,2014/2015,midfielder,14175.0
19196,Rio Ave FC,William Jebor,22.0,Centre-Forward,Gaish,£180Th.,in,Summer,0.18,Liga Nos,2014,2014/2015,attacker,15141.0
19197,SL Benfica,Jonathan Rodríguez,21.0,Centre-Forward,Peñarol,Loan fee:£1.80m,in,Winter,1.8,Liga Nos,2014,2014/2015,attacker,7909.0
19198,SL Benfica,Hany Mukhtar,19.0,Attacking Midfield,Hertha BSC,£450Th.,in,Winter,0.45,Liga Nos,2014,2014/2015,midfielder,15142.0
19201,SL Benfica,Franco Jara,26.0,Centre-Forward,Olympiacos,£1.35m,out,Winter,1.35,Liga Nos,2014,2014/2015,attacker,14141.0
19202,Sporting CP,Ewerton,25.0,Centre-Back,Anzhi,Loan fee:£270Th.,in,Winter,0.27,Liga Nos,2014,2014/2015,defender,14640.0
19203,FC Porto,Hernâni,23.0,Right Winger,Vit. Guimarães,£2.61m,in,Winter,2.61,Liga Nos,2014,2014/2015,attacker,15143.0
19204,FC Porto,Rolando,29.0,Centre-Back,RSC Anderlecht,Loan fee:£630Th.,out,Winter,0.63,Liga Nos,2014,2014/2015,defender,13694.0
19205,Estoril Praia,Kuca,25.0,Left Winger,Karabükspor,£1.46m,out,Winter,1.46,Liga Nos,2014,2014/2015,attacker,7912.0
19206,CD Nacional,Mario Rondón,28.0,Centre-Forward,SJZ Ever Bright,£720Th.,out,Winter,0.72,Liga Nos,2014,2014/2015,attacker,14420.0
19207,CS Marítimo,Moussa Marega,23.0,Second Striker,Esperance,£68Th.,in,Winter,0.068,Liga Nos,2014,2014/2015,attacker,15144.0
19208,CS Marítimo,Moussa Maazou,26.0,Centre-Forward,CC Yatai,£1.35m,out,Winter,1.35,Liga Nos,2014,2014/2015,attacker,13859.0
19210,Vitória Guimarães SC,Adama Traoré,24.0,Left-Back,FC Basel,£1.35m,out,Winter,1.35,Liga Nos,2014,2014/2015,defender,15145.0
19211,Vitória Guimarães SC,Rodrigo Defendi,28.0,Centre-Back,SJZ Ever Bright,£450Th.,out,Winter,0.45,Liga Nos,2014,2014/2015,defender,12608.0
19212,Belenenses SAD,Fredy,24.0,Attacking Midfield,C.R.D. Libolo,£180Th.,out,Winter,0.18,Liga Nos,2014,2014/2015,midfielder,13097.0
19215,Amkar Perm,Sergey Balanovich,26.0,Right Midfield,Soligorsk,£225Th.,in,Summer,0.225,Premier Liga,2014,2014/2015,midfielder,7915.0
19217,CSKA Moscow,Roman Eremenko,27.0,Attacking Midfield,Rubin Kazan,£5.31m,in,Summer,5.31,Premier Liga,2014,2014/2015,midfielder,12798.0
19218,CSKA Moscow,Kirill Panchenko,24.0,Second Striker,Tom Tomsk,£167Th.,in,Summer,0.16699999999999998,Premier Liga,2014,2014/2015,attacker,15148.0
19220,Dynamo Moscow,Mathieu Valbuena,29.0,Attacking Midfield,Marseille,£6.30m,in,Summer,6.3,Premier Liga,2014,2014/2015,midfielder,13010.0
19221,Dynamo Moscow,William Vainqueur,25.0,Defensive Midfield,Standard Liège,£5.40m,in,Summer,5.4,Premier Liga,2014,2014/2015,midfielder,15149.0
19222,Dynamo Moscow,Alexander Büttner,25.0,Left-Back,Man Utd,£4.95m,in,Summer,4.95,Premier Liga,2014,2014/2015,defender,14446.0
19223,Kuban Krasnodar,Danilo,27.0,Centre-Forward,Zorya Lugansk,Loan fee:£270Th.,in,Summer,0.27,Premier Liga,2014,2014/2015,attacker,14385.0
19224,FK Krasnodar,Odil Akhmedov,26.0,Central Midfield,Anzhi,£3.60m,in,Summer,3.6,Premier Liga,2014,2014/2015,midfielder,15150.0
19225,FK Krasnodar,Moussa Konaté,21.0,Centre-Forward,FC Sion,£315Th.,out,Summer,0.315,Premier Liga,2014,2014/2015,attacker,14648.0
19226,Lokomotiv Moscow,Oumar Niasse,24.0,Centre-Forward,Akhisar Belediye,£4.95m,in,Summer,4.95,Premier Liga,2014,2014/2015,attacker,15151.0
19227,Lokomotiv Moscow,Alan Kasaev,28.0,Left Winger,Rubin Kazan,£4.50m,in,Summer,4.5,Premier Liga,2014,2014/2015,attacker,14917.0
19228,Rubin Kazan,Marko Livaja,20.0,Centre-Forward,Atalanta,£5.85m,in,Summer,5.85,Premier Liga,2014,2014/2015,attacker,14105.0
19229,Rubin Kazan,Maksim Kanunnikov,22.0,Centre-Forward,Amkar Perm,£1.35m,in,Summer,1.35,Premier Liga,2014,2014/2015,attacker,14661.0
19232,Rubin Kazan,Gökhan Töre,22.0,Right Winger,Besiktas,£4.05m,out,Summer,4.05,Premier Liga,2014,2014/2015,attacker,14267.0
19235,Spartak Moscow,Quincy Promes,22.0,Left Winger,Twente FC,£10.35m,in,Summer,10.35,Premier Liga,2014,2014/2015,attacker,15152.0
19236,Spartak Moscow,Majeed Waris,22.0,Centre-Forward,Trabzonspor,£5.40m,out,Summer,5.4,Premier Liga,2014,2014/2015,attacker,14657.0
19237,Spartak Moscow,Marek Suchy,26.0,Centre-Back,FC Basel,£2.25m,out,Summer,2.25,Premier Liga,2014,2014/2015,defender,14931.0
19239,Spartak Moscow,Welliton,27.0,Centre-Forward,Mersin IY,£900Th.,out,Summer,0.9,Premier Liga,2014,2014/2015,attacker,14658.0
19240,Terek Grozny,Ezechiel Ndouasel,26.0,Centre-Forward,Club Africain,£450Th.,out,Summer,0.45,Premier Liga,2014,2014/2015,attacker,14651.0
19241,Terek Grozny,Maciej Makuszewski,24.0,Right Winger,Lechia Gdansk,£270Th.,out,Summer,0.27,Premier Liga,2014,2014/2015,attacker,14652.0
19242,Torpedo Moscow,Ivan Franjic,26.0,Right-Back,Brisbane Roar,£180Th.,in,Summer,0.18,Premier Liga,2014,2014/2015,defender,7921.0
19243,FK Ufa,Takafumi Akahoshi,28.0,Central Midfield,Pogon Szczecin,£540Th.,in,Summer,0.54,Premier Liga,2014,2014/2015,midfielder,7922.0
19244,FK Ufa,Haris Handzic,24.0,Centre-Forward,B. Banja Luka,£45Th.,in,Summer,0.045,Premier Liga,2014,2014/2015,attacker,7923.0
19245,Zenit St. Petersburg,Javi García,27.0,Defensive Midfield,Man City,£15.12m,in,Summer,15.12,Premier Liga,2014,2014/2015,midfielder,13240.0
19246,Zenit St. Petersburg,Ezequiel Garay,27.0,Centre-Back,Benfica,£5.40m,in,Summer,5.4,Premier Liga,2014,2014/2015,defender,12702.0
19248,CSKA Moscow,Carlos Strandberg,18.0,Centre-Forward,Häcken,£405Th.,in,Winter,0.405,Premier Liga,2014,2014/2015,attacker,15153.0
19250,CSKA Moscow,Vitinho,21.0,Left Winger,Internacional,Loan fee:£1.08m,out,Winter,1.08,Premier Liga,2014,2014/2015,attacker,14921.0
19252,Kuban Krasnodar,Stanislav Manolev,29.0,Right-Back,Dynamo Moscow,£720Th.,in,Winter,0.72,Premier Liga,2014,2014/2015,defender,13932.0
19253,Lokomotiv Moscow,Petar Skuletic,24.0,Centre-Forward,Partizan,£2.88m,in,Winter,2.88,Premier Liga,2014,2014/2015,attacker,7925.0
19255,Mordovia Saransk,Evgeniy Gapon,23.0,Left-Back,Shinnik,£19Th.,in,Winter,0.019,Premier Liga,2014,2014/2015,defender,7926.0
19256,FK Rostov,Artem Dzyuba,26.0,Centre-Forward,Spartak Moscow,Loan fee:£900Th.,in,Winter,0.9,Premier Liga,2014,2014/2015,attacker,15154.0
19257,Rubin Kazan,Marko Devic,31.0,Centre-Forward,Al-Rayyan SC,Loan fee:£900Th.,out,Winter,0.9,Premier Liga,2014,2014/2015,attacker,14930.0
19260,Terek Grozny,Marko Scepovic,23.0,Centre-Forward,Olympiacos,Loan fee:£180Th.,in,Winter,0.18,Premier Liga,2014,2014/2015,attacker,7928.0
19261,Ural Yekaterinburg,Roman Emeljanov,22.0,Defensive Midfield,Shakhtar D.,£540Th.,in,Winter,0.54,Premier Liga,2014,2014/2015,midfielder,7929.0
19262,Ural Yekaterinburg,Sölvi Ottesen,30.0,Centre-Back,JS Guoxin Sainty,£675Th.,out,Winter,0.675,Premier Liga,2014,2014/2015,defender,7930.0
19263,Ajax Amsterdam,Richairo Zivkovic,17.0,Centre-Forward,FC Groningen,£1.94m,in,Summer,1.94,Eredivisie,2014,2014/2015,attacker,15155.0
19264,Ajax Amsterdam,Nick Viergever,24.0,Centre-Back,AZ Alkmaar,£1.80m,in,Summer,1.8,Eredivisie,2014,2014/2015,defender,14160.0
19265,Ajax Amsterdam,Diederik Boer,33.0,Goalkeeper,PEC Zwolle,£900Th.,in,Summer,0.9,Eredivisie,2014,2014/2015,goalkeeper,7932.0
19266,Ajax Amsterdam,Niki Zimling,29.0,Defensive Midfield,1.FSV Mainz 05,Loan fee:£450Th.,in,Summer,0.45,Eredivisie,2014,2014/2015,midfielder,14387.0
19272,Ajax Amsterdam,Eyong Enoh,28.0,Defensive Midfield,Antalyaspor,£315Th.,out,Summer,0.315,Eredivisie,2014,2014/2015,midfielder,14943.0
19273,Feyenoord Rotterdam,Bilal Basacikoglu,19.0,Left Winger,Heerenveen,£3.15m,in,Summer,3.15,Eredivisie,2014,2014/2015,attacker,15156.0
19274,Feyenoord Rotterdam,Jens Toornstra,25.0,Attacking Midfield,FC Utrecht,£3.15m,in,Summer,3.15,Eredivisie,2014,2014/2015,midfielder,14685.0
19275,Feyenoord Rotterdam,Kenneth Vermeer,28.0,Goalkeeper,Ajax,£900Th.,in,Summer,0.9,Eredivisie,2014,2014/2015,goalkeeper,7934.0
19276,Feyenoord Rotterdam,Karim El Ahmadi,29.0,Defensive Midfield,Aston Villa,£630Th.,in,Summer,0.63,Eredivisie,2014,2014/2015,midfielder,13717.0
19281,Twente Enschede FC,Hakim Ziyech,21.0,Right Winger,Heerenveen,£3.15m,in,Summer,3.15,Eredivisie,2014,2014/2015,attacker,15157.0
19282,Twente Enschede FC,Kamohelo Mokotjo,23.0,Defensive Midfield,PEC Zwolle,£1.35m,in,Summer,1.35,Eredivisie,2014,2014/2015,midfielder,13934.0
19283,Twente Enschede FC,Kasper Kusk,22.0,Right Winger,Aalborg BK,£540Th.,in,Summer,0.54,Eredivisie,2014,2014/2015,attacker,15158.0
19286,PSV Eindhoven,Luuk de Jong,23.0,Centre-Forward,Bor. M'gladbach,£4.95m,in,Summer,4.95,Eredivisie,2014,2014/2015,attacker,13930.0
19288,PSV Eindhoven,Zanka,24.0,Centre-Back,FC Copenhagen,£630Th.,out,Summer,0.63,Eredivisie,2014,2014/2015,defender,15159.0
19290,SC Heerenveen,Sam Larsson,21.0,Left Winger,IFK Göteborg,£1.35m,in,Summer,1.35,Eredivisie,2014,2014/2015,attacker,15160.0
19291,SC Heerenveen,Thomas Dalgaard,30.0,Centre-Forward,Viborg FF,£630Th.,in,Summer,0.63,Eredivisie,2014,2014/2015,attacker,7939.0
19292,SC Heerenveen,Morten Thorsby,18.0,Central Midfield,Stabæk Fotball,£540Th.,in,Summer,0.54,Eredivisie,2014,2014/2015,midfielder,7940.0
19297,Vitesse Arnhem,Abiola Dauda,26.0,Centre-Forward,Red Star,£450Th.,in,Summer,0.45,Eredivisie,2014,2014/2015,attacker,7941.0
19298,FC Groningen,Tjaronn Chery,26.0,Attacking Midfield,ADO Den Haag,£720Th.,in,Summer,0.72,Eredivisie,2014,2014/2015,midfielder,14434.0
19299,FC Groningen,Danny Hoesen,23.0,Centre-Forward,Ajax,£720Th.,in,Summer,0.72,Eredivisie,2014,2014/2015,attacker,14448.0
19300,FC Groningen,Mimoun Mahi,20.0,Left Winger,Sparta R.,£450Th.,in,Summer,0.45,Eredivisie,2014,2014/2015,attacker,7942.0
19301,FC Groningen,Martijn van der Laan,25.0,Centre-Back,SC Cambuur,£414Th.,in,Summer,0.414,Eredivisie,2014,2014/2015,defender,7943.0
19302,FC Groningen,Jarchinio Antonia,23.0,Right Winger,Go Ahead Eagles,£234Th.,in,Summer,0.23399999999999999,Eredivisie,2014,2014/2015,attacker,7944.0
19305,FC Groningen,Marco Bizot,23.0,Goalkeeper,KRC Genk,£1.35m,out,Summer,1.35,Eredivisie,2014,2014/2015,goalkeeper,14680.0
19306,FC Groningen,Stefano Magnasco,21.0,Right-Back,CDUC,£153Th.,out,Summer,0.153,Eredivisie,2014,2014/2015,defender,14679.0
19307,AZ Alkmaar,Guus Hupperts,22.0,Right Winger,Roda JC,£900Th.,in,Summer,0.9,Eredivisie,2014,2014/2015,attacker,7945.0
19308,AZ Alkmaar,Robert Mühren,25.0,Centre-Forward,FC Volendam,£270Th.,in,Summer,0.27,Eredivisie,2014,2014/2015,attacker,7946.0
19309,AZ Alkmaar,Djavan Anderson,19.0,Right Midfield,Ajax U19,£180Th.,in,Summer,0.18,Eredivisie,2014,2014/2015,midfielder,7947.0
19313,ADO Den Haag,Rydell Poepon,26.0,Centre-Forward,Valenciennes FC,£90Th.,out,Summer,0.09,Eredivisie,2014,2014/2015,attacker,14681.0
19315,FC Utrecht,Steve De Ridder,27.0,Attacking Midfield,FC Copenhagen,£1.80m,out,Summer,1.8,Eredivisie,2014,2014/2015,midfielder,7948.0
19316,FC Utrecht,Dave Bulthuis,24.0,Centre-Back,1.FC Nuremberg,£540Th.,out,Summer,0.54,Eredivisie,2014,2014/2015,defender,15161.0
19317,FC Utrecht,Anouar Kali,23.0,Defensive Midfield,Al-Arabi SC,£450Th.,out,Summer,0.45,Eredivisie,2014,2014/2015,midfielder,15162.0
19318,PEC Zwolle,Jody Lukoki,21.0,Right Winger,Ajax,£450Th.,in,Summer,0.45,Eredivisie,2014,2014/2015,attacker,15163.0
19322,SC Cambuur-Leeuwarden,Sebastian Steblecki,22.0,Attacking Midfield,Cracovia,£45Th.,in,Summer,0.045,Eredivisie,2014,2014/2015,midfielder,7952.0
19326,Ajax Amsterdam,Daley Sinkgraven,19.0,Left-Back,Heerenveen,£6.30m,in,Winter,6.3,Eredivisie,2014,2014/2015,defender,15164.0
19327,Ajax Amsterdam,André Onana,18.0,Goalkeeper,Barça U19,£135Th.,in,Winter,0.135,Eredivisie,2014,2014/2015,goalkeeper,7954.0
19328,Ajax Amsterdam,Stefano Denswil,21.0,Centre-Back,Club Brugge,£1.08m,out,Winter,1.08,Eredivisie,2014,2014/2015,defender,15165.0
19329,Twente Enschede FC,Rasmus Bengtsson,28.0,Centre-Back,Malmö FF,£99Th.,out,Winter,0.099,Eredivisie,2014,2014/2015,defender,13806.0
19330,SC Heerenveen,Henk Veerman,23.0,Centre-Forward,FC Volendam,£315Th.,in,Winter,0.315,Eredivisie,2014,2014/2015,attacker,15166.0
19332,FC Groningen,Simon Tibbling,20.0,Central Midfield,Djurgarden,£1.17m,in,Winter,1.17,Eredivisie,2014,2014/2015,midfielder,15167.0
19333,FC Groningen,Albert Rusnák,20.0,Attacking Midfield,Man City,£203Th.,in,Winter,0.203,Eredivisie,2014,2014/2015,midfielder,15168.0
19334,Chelsea FC,Pedro,28.0,Right Winger,FC Barcelona,£24.30m,in,Summer,24.3,Premier League,2015,2015/2016,attacker,15169.0
19335,Chelsea FC,Abdul Rahman Baba,21.0,Left-Back,FC Augsburg,£18.00m,in,Summer,18.0,Premier League,2015,2015/2016,defender,15026.0
19336,Chelsea FC,Asmir Begovic,28.0,Goalkeeper,Stoke City,£9.90m,in,Summer,9.9,Premier League,2015,2015/2016,goalkeeper,13766.0
19337,Chelsea FC,Kenedy,19.0,Left Winger,Fluminense,£7.20m,in,Summer,7.2,Premier League,2015,2015/2016,attacker,7960.0
19338,Chelsea FC,Falcao,29.0,Centre-Forward,Monaco,Loan fee:£6.30m,in,Summer,6.3,Premier League,2015,2015/2016,attacker,13909.0
19339,Chelsea FC,Michael Hector,23.0,Centre-Back,Reading,£4.86m,in,Summer,4.86,Premier League,2015,2015/2016,defender,15171.0
19340,Chelsea FC,Nathan,19.0,Left Winger,Atlético-PR,£3.60m,in,Summer,3.6,Premier League,2015,2015/2016,attacker,15172.0
19341,Chelsea FC,Papy Djilobodji,26.0,Centre-Back,FC Nantes,£3.15m,in,Summer,3.15,Premier League,2015,2015/2016,defender,15174.0
19351,Manchester City,Kevin De Bruyne,24.0,Attacking Midfield,VfL Wolfsburg,£68.40m,in,Summer,68.4,Premier League,2015,2015/2016,midfielder,14206.0
19352,Manchester City,Raheem Sterling,20.0,Left Winger,Liverpool,£57.33m,in,Summer,57.33,Premier League,2015,2015/2016,attacker,7964.0
19353,Manchester City,Nicolás Otamendi,27.0,Centre-Back,Valencia,£40.05m,in,Summer,40.05,Premier League,2015,2015/2016,defender,14148.0
19354,Manchester City,Fabian Delph,25.0,Central Midfield,Aston Villa,£10.35m,in,Summer,10.35,Premier League,2015,2015/2016,midfielder,13737.0
19355,Manchester City,Patrick Roberts,18.0,Right Winger,Fulham,£6.48m,in,Summer,6.48,Premier League,2015,2015/2016,attacker,7965.0
19356,Manchester City,Enes Ünal,18.0,Centre-Forward,Bursaspor,£3.96m,in,Summer,3.96,Premier League,2015,2015/2016,attacker,15175.0
19357,Manchester City,Florian Lejeune,24.0,Centre-Back,Girona,£270Th.,in,Summer,0.27,Premier League,2015,2015/2016,defender,14242.0
19358,Manchester City,Rubén Sobrino,23.0,Centre-Forward,Ponferradina,£248Th.,in,Summer,0.248,Premier League,2015,2015/2016,attacker,15176.0
19366,Manchester City,Dedryck Boyata,24.0,Centre-Back,Celtic,£1.80m,out,Summer,1.8,Premier League,2015,2015/2016,defender,7968.0
19367,Manchester City,José Pozo,19.0,Attacking Midfield,UD Almería,£450Th.,out,Summer,0.45,Premier League,2015,2015/2016,midfielder,15177.0
19368,Manchester City,Jason Denayer,20.0,Centre-Back,Galatasaray,Loan fee:£392Th.,out,Summer,0.392,Premier League,2015,2015/2016,defender,15178.0
19369,Arsenal FC,Petr Cech,33.0,Goalkeeper,Chelsea,£12.60m,in,Summer,12.6,Premier League,2015,2015/2016,goalkeeper,12206.0
19370,Arsenal FC,Lukas Podolski,30.0,Second Striker,Galatasaray,£2.25m,out,Summer,2.25,Premier League,2015,2015/2016,attacker,12965.0
19371,Manchester United,Anthony Martial,19.0,Centre-Forward,Monaco,£54.00m,in,Summer,54.0,Premier League,2015,2015/2016,attacker,14819.0
19372,Manchester United,Morgan Schneiderlin,25.0,Defensive Midfield,Southampton,£31.50m,in,Summer,31.5,Premier League,2015,2015/2016,midfielder,13516.0
19373,Manchester United,Memphis Depay,21.0,Left Winger,PSV Eindhoven,£30.60m,in,Summer,30.6,Premier League,2015,2015/2016,attacker,15179.0
19374,Manchester United,Matteo Darmian,25.0,Right-Back,Torino,£16.20m,in,Summer,16.2,Premier League,2015,2015/2016,defender,14100.0
19375,Manchester United,Bastian Schweinsteiger,30.0,Central Midfield,Bayern Munich,£8.10m,in,Summer,8.1,Premier League,2015,2015/2016,midfielder,7972.0
19379,Manchester United,Robin van Persie,31.0,Centre-Forward,Fenerbahce,£5.85m,out,Summer,5.85,Premier League,2015,2015/2016,attacker,12374.0
19380,Manchester United,Nani,28.0,Left Winger,Fenerbahce,£5.40m,out,Summer,5.4,Premier League,2015,2015/2016,attacker,13119.0
19382,Manchester United,Ángelo Henríquez,21.0,Centre-Forward,Dinamo Zagreb,£1.50m,out,Summer,1.5,Premier League,2015,2015/2016,attacker,14445.0
19383,Manchester United,Reece James,21.0,Left-Back,Wigan,£1.26m,out,Summer,1.26,Premier League,2015,2015/2016,defender,7973.0
19384,Tottenham Hotspur,Heung-min Son,23.0,Left Winger,Bay. Leverkusen,£27.00m,in,Summer,27.0,Premier League,2015,2015/2016,attacker,14762.0
19385,Tottenham Hotspur,Toby Alderweireld,26.0,Centre-Back,Atlético Madrid,£14.40m,in,Summer,14.4,Premier League,2015,2015/2016,defender,14742.0
19386,Tottenham Hotspur,Clinton N'Jie,22.0,Centre-Forward,Olympique Lyon,£12.69m,in,Summer,12.69,Premier League,2015,2015/2016,attacker,15180.0
19387,Tottenham Hotspur,Kevin Wimmer,22.0,Centre-Back,1. FC Köln,£5.40m,in,Summer,5.4,Premier League,2015,2015/2016,defender,15181.0
19388,Tottenham Hotspur,Kieran Trippier,24.0,Right-Back,Burnley,£4.41m,in,Summer,4.41,Premier League,2015,2015/2016,defender,15182.0
19390,Tottenham Hotspur,Paulinho,26.0,Central Midfield,GZ Evergrande,£12.60m,out,Summer,12.6,Premier League,2015,2015/2016,midfielder,12552.0
19398,Liverpool FC,Christian Benteke,24.0,Centre-Forward,Aston Villa,£41.85m,in,Summer,41.85,Premier League,2015,2015/2016,attacker,14449.0
19399,Liverpool FC,Roberto Firmino,23.0,Centre-Forward,TSG Hoffenheim,£36.90m,in,Summer,36.9,Premier League,2015,2015/2016,attacker,14051.0
19400,Liverpool FC,Nathaniel Clyne,24.0,Right-Back,Southampton,£15.93m,in,Summer,15.93,Premier League,2015,2015/2016,defender,14454.0
19401,Liverpool FC,Danny Ings,22.0,Centre-Forward,Burnley,£7.47m,in,Summer,7.47,Premier League,2015,2015/2016,attacker,14225.0
19402,Liverpool FC,Joe Gomez,18.0,Centre-Back,Charlton,£4.41m,in,Summer,4.41,Premier League,2015,2015/2016,defender,7977.0
19403,Liverpool FC,Taiwo Awoniyi,18.0,Centre-Forward,Imperial Acad.,£990Th.,in,Summer,0.99,Premier League,2015,2015/2016,attacker,15183.0
19411,Southampton FC,Virgil van Dijk,24.0,Centre-Back,Celtic,£14.13m,in,Summer,14.13,Premier League,2015,2015/2016,defender,14938.0
19412,Southampton FC,Jordy Clasie,24.0,Defensive Midfield,Feyenoord,£13.50m,in,Summer,13.5,Premier League,2015,2015/2016,midfielder,7979.0
19413,Southampton FC,Oriol Romeu,23.0,Defensive Midfield,Chelsea,£6.30m,in,Summer,6.3,Premier League,2015,2015/2016,midfielder,14181.0
19414,Southampton FC,Juanmi,22.0,Right Winger,Málaga CF,£6.30m,in,Summer,6.3,Premier League,2015,2015/2016,attacker,15184.0
19415,Southampton FC,Cédric Soares,23.0,Right-Back,Sporting CP,£6.30m,in,Summer,6.3,Premier League,2015,2015/2016,defender,15185.0
19416,Southampton FC,Steven Caulker,23.0,Centre-Back,QPR,Loan fee:£1.53m,in,Summer,1.53,Premier League,2015,2015/2016,defender,14707.0
19417,Southampton FC,Cuco Martina,25.0,Right-Back,Twente FC,£1.35m,in,Summer,1.35,Premier League,2015,2015/2016,defender,14936.0
19420,Swansea City,Éder,27.0,Centre-Forward,Braga,£6.03m,in,Summer,6.03,Premier League,2015,2015/2016,attacker,13400.0
19421,Swansea City,Franck Tabanou,26.0,Left-Back,Saint-Étienne,£4.41m,in,Summer,4.41,Premier League,2015,2015/2016,defender,14807.0
19422,Swansea City,Kristoffer Nordfeldt,26.0,Goalkeeper,Heerenveen,£765Th.,in,Summer,0.765,Premier League,2015,2015/2016,goalkeeper,7982.0
19423,Swansea City,Oliver McBurnie,19.0,Centre-Forward,Bradford,£315Th.,in,Summer,0.315,Premier League,2015,2015/2016,attacker,15186.0
19424,Swansea City,Botti Biabi,19.0,Centre-Forward,Falkirk FC,£189Th.,in,Summer,0.18899999999999997,Premier League,2015,2015/2016,attacker,7984.0
19426,Stoke City,Xherdan Shaqiri,23.0,Right Winger,Inter,£15.30m,in,Summer,15.3,Premier League,2015,2015/2016,attacker,14503.0
19427,Stoke City,Joselu,25.0,Centre-Forward,Hannover 96,£7.20m,in,Summer,7.2,Premier League,2015,2015/2016,attacker,14532.0
19428,Stoke City,Philipp Wollscheid,26.0,Centre-Back,Bay. Leverkusen,£3.42m,in,Summer,3.42,Premier League,2015,2015/2016,defender,14506.0
19429,Stoke City,Jakob Haugaard,23.0,Goalkeeper,FC Midtjylland,£540Th.,in,Summer,0.54,Premier League,2015,2015/2016,goalkeeper,7985.0
19433,Crystal Palace,Yohan Cabaye,29.0,Central Midfield,Paris SG,£12.51m,in,Summer,12.51,Premier League,2015,2015/2016,midfielder,14183.0
19434,Crystal Palace,Connor Wickham,22.0,Centre-Forward,Sunderland,£9.00m,in,Summer,9.0,Premier League,2015,2015/2016,attacker,14196.0
19435,Crystal Palace,Alex McCarthy,25.0,Goalkeeper,QPR,£4.41m,in,Summer,4.41,Premier League,2015,2015/2016,goalkeeper,14959.0
19437,Everton FC,Ramiro Funes Mori,24.0,Centre-Back,River Plate,£11.61m,in,Summer,11.61,Premier League,2015,2015/2016,defender,15187.0
19438,Everton FC,Gerard Deulofeu,21.0,Left Winger,FC Barcelona,£5.40m,in,Summer,5.4,Premier League,2015,2015/2016,attacker,15188.0
19439,Everton FC,Aaron Lennon,28.0,Right Winger,Spurs,£5.40m,in,Summer,5.4,Premier League,2015,2015/2016,attacker,12607.0
19440,Everton FC,Mason Holgate,18.0,Centre-Back,Barnsley FC,£1.26m,in,Summer,1.26,Premier League,2015,2015/2016,defender,7988.0
19441,Everton FC,Leandro Rodríguez,22.0,Centre-Forward,River Plate,£630Th.,in,Summer,0.63,Premier League,2015,2015/2016,attacker,7989.0
19442,West Ham United,Dimitri Payet,28.0,Left Winger,Marseille,£13.50m,in,Summer,13.5,Premier League,2015,2015/2016,attacker,13319.0
19443,West Ham United,Angelo Ogbonna,27.0,Centre-Back,Juventus,£9.90m,in,Summer,9.9,Premier League,2015,2015/2016,defender,14842.0
19444,West Ham United,Michail Antonio,25.0,Centre-Forward,Nottm Forest,£8.55m,in,Summer,8.55,Premier League,2015,2015/2016,attacker,14480.0
19445,West Ham United,Pedro Obiang,23.0,Central Midfield,Sampdoria,£5.40m,in,Summer,5.4,Premier League,2015,2015/2016,midfielder,15189.0
19446,West Ham United,Nikica Jelavic,30.0,Centre-Forward,Hull City,£3.69m,in,Summer,3.69,Premier League,2015,2015/2016,attacker,14212.0
19447,West Ham United,Stephen Hendrie,20.0,Left-Back,Hamilton Acad.,£1.17m,in,Summer,1.17,Premier League,2015,2015/2016,defender,7991.0
19449,West Ham United,Modibo Maïga,27.0,Centre-Forward,Al-Nassr,£3.60m,out,Summer,3.6,Premier League,2015,2015/2016,attacker,13322.0
19450,West Bromwich Albion,Salomón Rondón,25.0,Centre-Forward,Zenit S-Pb,£15.30m,in,Summer,15.3,Premier League,2015,2015/2016,attacker,13997.0
19451,West Bromwich Albion,James Chester,26.0,Centre-Back,Hull City,£10.17m,in,Summer,10.17,Premier League,2015,2015/2016,defender,13994.0
19452,West Bromwich Albion,Jonny Evans,27.0,Centre-Back,Man Utd,£7.47m,in,Summer,7.47,Premier League,2015,2015/2016,defender,15190.0
19453,West Bromwich Albion,Rickie Lambert,33.0,Centre-Forward,Liverpool,£3.78m,in,Summer,3.78,Premier League,2015,2015/2016,attacker,14951.0
19454,West Bromwich Albion,James McClean,26.0,Left Midfield,Wigan,£1.89m,in,Summer,1.89,Premier League,2015,2015/2016,midfielder,14198.0
19455,West Bromwich Albion,Brown Ideye,26.0,Centre-Forward,Olympiacos,£4.88m,out,Summer,4.88,Premier League,2015,2015/2016,attacker,13858.0
19457,West Bromwich Albion,Sebastián Blanco,27.0,Left Winger,San Lorenzo,£1.80m,out,Summer,1.8,Premier League,2015,2015/2016,attacker,14966.0
19459,Leicester City,Shinji Okazaki,29.0,Centre-Forward,1.FSV Mainz 05,£9.90m,in,Summer,9.9,Premier League,2015,2015/2016,attacker,14781.0
19460,Leicester City,N'Golo Kanté,24.0,Central Midfield,SM Caen,£8.10m,in,Summer,8.1,Premier League,2015,2015/2016,midfielder,15191.0
