,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,position_simple,player_id
240,Ajax Amsterdam,Ronald de Boer,22.0,Right Winger,Twente FC,£1.23m,in,Winter,1.23,Eredivisie,1992,1992/1993,attacker,11023.0
242,Ajax Amsterdam,Ron Willems,26.0,Forward,Grasshoppers,£266Th.,out,Winter,0.266,Eredivisie,1992,1992/1993,attacker,166.0
244,Cambuur-Leeuwarden bvo,Bert Konterman,21.0,Centre-Back,FC Zwolle,£122Th.,in,Winter,0.122,Eredivisie,1992,1992/1993,defender,11024.0
246,Twente Enschede FC,Michael Mols,22.0,Centre-Forward,Cambuur L.,£491Th.,in,Winter,0.491,Eredivisie,1992,1992/1993,attacker,11025.0
247,Twente Enschede FC,Edwin Vurens,24.0,Centre-Forward,Sparta R.,£405Th.,in,Winter,0.405,Eredivisie,1992,1992/1993,attacker,169.0
249,Feyenoord Rotterdam,John van Loen,27.0,Centre-Forward,Ajax,£614Th.,in,Winter,0.614,Eredivisie,1992,1992/1993,attacker,170.0
250,Aston Villa,Andy Townsend,29.0,Central Midfield,Chelsea,£2.16m,in,Summer,2.16,Premier League,1993,1993/1994,midfielder,11026.0
251,Aston Villa,Guy Whittingham,28.0,Forward,Portsmouth,£1.62m,in,Summer,1.62,Premier League,1993,1993/1994,attacker,11027.0
252,Aston Villa,Mark Blake,22.0,Midfielder,Portsmouth,£451Th.,out,Summer,0.451,Premier League,1993,1993/1994,midfielder,173.0
253,Aston Villa,Martin Carruthers,20.0,Centre-Forward,Stoke City,£378Th.,out,Summer,0.37799999999999995,Premier League,1993,1993/1994,attacker,174.0
254,Norwich City,Spencer Prior,22.0,Centre-Back,Southend United,£225Th.,in,Summer,0.225,Premier League,1993,1993/1994,defender,11028.0
255,Norwich City,David Phillips,30.0,Right Midfield,Nottm Forest,£450Th.,out,Summer,0.45,Premier League,1993,1993/1994,midfielder,176.0
257,Queens Park Rangers,Steve Yates,23.0,Defender,Bristol Rovers,£738Th.,in,Summer,0.738,Premier League,1993,1993/1994,defender,177.0
259,Sheffield Wednesday,Andy Sinton,27.0,Left Midfield,QPR,£3.02m,in,Summer,3.02,Premier League,1993,1993/1994,midfielder,11029.0
260,Sheffield Wednesday,Des Walker,27.0,Centre-Back,Sampdoria,£2.70m,in,Summer,2.7,Premier League,1993,1993/1994,defender,11005.0
261,Sheffield Wednesday,Andy Pearce,27.0,Centre-Back,Coventry,£540Th.,in,Summer,0.54,Premier League,1993,1993/1994,defender,11030.0
262,Sheffield Wednesday,Adem Poric,20.0,Central Midfield,St. George Saints,£65Th.,in,Summer,0.065,Premier League,1993,1993/1994,midfielder,11031.0
264,Sheffield Wednesday,John Harkes,26.0,Right Midfield,Derby,£1.08m,out,Summer,1.08,Premier League,1993,1993/1994,midfielder,181.0
265,Sheffield Wednesday,Peter Shirtliff,32.0,Centre-Back,Wolves,£258Th.,out,Summer,0.258,Premier League,1993,1993/1994,defender,182.0
266,Wimbledon FC,Alan Kimble,26.0,Left-Back,Cambridge Utd.,£189Th.,in,Summer,0.18899999999999997,Premier League,1993,1993/1994,defender,183.0
267,Wimbledon FC,Steve Cotterill,29.0,Forward,Bournemouth,£92Th.,out,Summer,0.092,Premier League,1993,1993/1994,attacker,184.0
268,Coventry City,Mick Harford,34.0,Centre-Forward,Sunderland,£203Th.,in,Summer,0.203,Premier League,1993,1993/1994,attacker,10949.0
269,Coventry City,Paul Williams,23.0,Defender,Stockport,£167Th.,in,Summer,0.16699999999999998,Premier League,1993,1993/1994,defender,11032.0
270,Coventry City,Julian Darby,25.0,Midfielder,Bolton,£162Th.,in,Summer,0.162,Premier League,1993,1993/1994,midfielder,11034.0
271,Coventry City,Steve Morgan,24.0,Left-Back,Plymouth,£122Th.,in,Summer,0.122,Premier League,1993,1993/1994,defender,187.0
272,Coventry City,John Gayle,29.0,Centre-Forward,Birmingham,£108Th.,in,Summer,0.10800000000000001,Premier League,1993,1993/1994,attacker,11035.0
273,Coventry City,Ally Pickering,26.0,Defender,Rotherham,£90Th.,in,Summer,0.09,Premier League,1993,1993/1994,defender,11036.0
275,Coventry City,Peter Billing,28.0,Centre-Back,Port Vale,£36Th.,out,Summer,0.036000000000000004,Premier League,1993,1993/1994,defender,190.0
276,Manchester United,Roy Keane,21.0,Defensive Midfield,Nottm Forest,£7.65m,in,Summer,7.65,Premier League,1993,1993/1994,midfielder,191.0
277,Manchester United,Danny Wallace,29.0,Attacking Midfield,Birmingham,£270Th.,out,Summer,0.27,Premier League,1993,1993/1994,midfielder,11037.0
278,Manchester United,Brian Carey,25.0,Centre-Back,Leicester,£264Th.,out,Summer,0.264,Premier League,1993,1993/1994,defender,11038.0
279,Newcastle United,Peter Beardsley,32.0,Second Striker,Everton,£1.53m,in,Summer,1.53,Premier League,1993,1993/1994,attacker,11039.0
280,Newcastle United,Mike Hooper,29.0,Goalkeeper,Liverpool,£565Th.,in,Summer,0.565,Premier League,1993,1993/1994,goalkeeper,195.0
281,Newcastle United,Malcolm Allen,26.0,Centre-Forward,Millwall,£315Th.,in,Summer,0.315,Premier League,1993,1993/1994,attacker,196.0
282,Newcastle United,Nikodimos Papavasiliou,22.0,Left Winger,OFI Crete,£162Th.,in,Summer,0.162,Premier League,1993,1993/1994,attacker,197.0
283,Newcastle United,David Kelly,27.0,Centre-Forward,Wolves,£746Th.,out,Summer,0.746,Premier League,1993,1993/1994,attacker,198.0
284,Newcastle United,Tommy Wright,29.0,Goalkeeper,Nottm Forest,£608Th.,out,Summer,0.608,Premier League,1993,1993/1994,goalkeeper,10935.0
285,Newcastle United,Alan Thompson,19.0,Left Midfield,Bolton,£338Th.,out,Summer,0.33799999999999997,Premier League,1993,1993/1994,midfielder,11040.0
286,Ipswich Town,Steve Sedgley,26.0,Midfielder,Spurs,£1.13m,in,Summer,1.13,Premier League,1993,1993/1994,midfielder,200.0
287,Ipswich Town,Ian Marshall,27.0,Centre-Forward,Oldham Athletic,£1.01m,in,Summer,1.01,Premier League,1993,1993/1994,attacker,11041.0
289,Chelsea FC,Mark Stein,27.0,Centre-Forward,Stoke City,£1.50m,in,Summer,1.5,Premier League,1993,1993/1994,attacker,11042.0
290,Chelsea FC,Jakob Kjeldbjerg,23.0,Centre-Back,Silkeborg IF,£432Th.,in,Summer,0.43200000000000005,Premier League,1993,1993/1994,defender,203.0
294,Chelsea FC,Steve Livingstone,24.0,Centre-Forward,Grimsby Town,£135Th.,out,Summer,0.135,Premier League,1993,1993/1994,attacker,10967.0
295,Arsenal FC,Eddie McGoldrick,28.0,Central Midfield,Crystal Palace,£1.15m,in,Summer,1.15,Premier League,1993,1993/1994,midfielder,11043.0
296,Leeds United,Brian Deane,25.0,Centre-Forward,Sheffield Utd.,£3.92m,in,Summer,3.92,Premier League,1993,1993/1994,attacker,11044.0
297,Leeds United,Dylan Kerr,26.0,Left-Back,Reading,£795Th.,out,Summer,0.795,Premier League,1993,1993/1994,defender,206.0
300,West Ham United,Julian Dicks,25.0,Left-Back,Liverpool,£1.35m,in,Summer,1.35,Premier League,1993,1993/1994,defender,11045.0
301,West Ham United,Dale Gordon,26.0,Right Midfield,Rangers,£765Th.,in,Summer,0.765,Premier League,1993,1993/1994,midfielder,208.0
302,West Ham United,Simon Webster,29.0,Defender,Charlton,£585Th.,in,Summer,0.585,Premier League,1993,1993/1994,defender,209.0
303,West Ham United,Lee Chapman,33.0,Centre-Forward,Portsmouth,£282Th.,in,Summer,0.282,Premier League,1993,1993/1994,attacker,11046.0
304,West Ham United,Keith Rowland,21.0,Left-Back,Bournemouth,£149Th.,in,Summer,0.149,Premier League,1993,1993/1994,defender,211.0
306,Swindon Town,Jan Aage Fjörtoft,26.0,Centre-Forward,Rapid Vienna,£630Th.,in,Summer,0.63,Premier League,1993,1993/1994,attacker,11047.0
307,Swindon Town,Adrian Whitbread,21.0,Centre-Back,Leyton Orient,£560Th.,in,Summer,0.56,Premier League,1993,1993/1994,defender,11048.0
308,Swindon Town,Andy Mutch,29.0,Forward,Wolves,£279Th.,in,Summer,0.27899999999999997,Premier League,1993,1993/1994,attacker,214.0
309,Sheffield United,Willie Falconer,27.0,Centre-Forward,Middlesbrough,£540Th.,in,Summer,0.54,Premier League,1993,1993/1994,attacker,215.0
311,Sheffield United,Nathan Peel,21.0,Centre-Forward,Burnley,£62Th.,out,Summer,0.062,Premier League,1993,1993/1994,attacker,216.0
312,Sheffield United,Ian Bryson,30.0,Central Midfield,Barnsley FC,£27Th.,out,Summer,0.027000000000000003,Premier League,1993,1993/1994,midfielder,217.0
313,Manchester City,Alan Kernaghan,26.0,Centre-Back,Middlesbrough,£2.16m,in,Summer,2.16,Premier League,1993,1993/1994,defender,218.0
314,Manchester City,Carl Griffiths,21.0,Centre-Forward,Shrewsbury,£540Th.,in,Summer,0.54,Premier League,1993,1993/1994,attacker,11049.0
315,Manchester City,Alfons Groenendijk,29.0,Defensive Midfield,Ajax,£307Th.,in,Summer,0.307,Premier League,1993,1993/1994,midfielder,220.0
316,Southampton FC,Paul Allen,30.0,Midfielder,Spurs,£594Th.,in,Summer,0.594,Premier League,1993,1993/1994,midfielder,221.0
317,Southampton FC,Simon Charlton,21.0,Left-Back,Huddersfield,£315Th.,in,Summer,0.315,Premier League,1993,1993/1994,defender,11050.0
318,Blackburn Rovers,Paul Warhurst,23.0,Centre-Back,Sheff Wed,£3.38m,in,Summer,3.38,Premier League,1993,1993/1994,defender,223.0
319,Blackburn Rovers,Ian Pearce,19.0,Centre-Back,Chelsea,£405Th.,in,Summer,0.405,Premier League,1993,1993/1994,defender,11052.0
320,Blackburn Rovers,Tony Dobson,24.0,Midfielder,Portsmouth,£169Th.,out,Summer,0.16899999999999998,Premier League,1993,1993/1994,midfielder,225.0
321,Tottenham Hotspur,Jason Dozzell,25.0,Central Midfield,Ipswich,£2.16m,in,Summer,2.16,Premier League,1993,1993/1994,midfielder,226.0
322,Tottenham Hotspur,David Kerslake,27.0,Right-Back,Leeds,£507Th.,in,Summer,0.507,Premier League,1993,1993/1994,defender,10968.0
324,Tottenham Hotspur,Gordon Durie,27.0,Centre-Forward,Rangers,£1.62m,out,Summer,1.62,Premier League,1993,1993/1994,attacker,227.0
327,Tottenham Hotspur,Ian Hendon,21.0,Centre-Back,Leyton Orient,£59Th.,out,Summer,0.059000000000000004,Premier League,1993,1993/1994,defender,228.0
328,Liverpool FC,Neil Ruddock,25.0,Centre-Back,Spurs,£2.70m,in,Summer,2.7,Premier League,1993,1993/1994,defender,10961.0
329,Liverpool FC,Nigel Clough,27.0,Attacking Midfield,Nottm Forest,£2.48m,in,Summer,2.48,Premier League,1993,1993/1994,midfielder,11053.0
330,Liverpool FC,Julian Dicks,25.0,Left-Back,West Ham,£2.03m,in,Summer,2.03,Premier League,1993,1993/1994,defender,11045.0
333,Everton FC,Graham Stuart,22.0,Attacking Midfield,Chelsea,£1.15m,in,Summer,1.15,Premier League,1993,1993/1994,midfielder,11054.0
335,Aston Villa,Scott Murray,19.0,Right Midfield,Fraserburgh,£45Th.,in,Winter,0.045,Premier League,1993,1993/1994,midfielder,11055.0
336,Aston Villa,Gordon Cowans,35.0,Midfielder,Derby,£207Th.,out,Winter,0.207,Premier League,1993,1993/1994,midfielder,232.0
337,Norwich City,Neil Adams,28.0,Right-Back,Oldham Athletic,£338Th.,in,Winter,0.33799999999999997,Premier League,1993,1993/1994,defender,233.0
339,Oldham Athletic,Sean McCarthy,26.0,Forward,Bradford,£565Th.,in,Winter,0.565,Premier League,1993,1993/1994,attacker,234.0
341,Sheffield Wednesday,Simon Coleman,25.0,Defender,Derby,£344Th.,in,Winter,0.344,Premier League,1993,1993/1994,defender,11056.0
342,Sheffield Wednesday,Adem Poric,20.0,Central Midfield,St. George Saints,£65Th.,in,Winter,0.065,Premier League,1993,1993/1994,midfielder,11031.0
343,Wimbledon FC,Marcus Gayle,23.0,Centre-Forward,Brentford,£338Th.,in,Winter,0.33799999999999997,Premier League,1993,1993/1994,attacker,236.0
344,Wimbledon FC,Greg Berry,23.0,Midfielder,Millwall,£225Th.,out,Winter,0.225,Premier League,1993,1993/1994,midfielder,10942.0
345,Coventry City,Julian Darby,25.0,Midfielder,Bolton,£162Th.,in,Winter,0.162,Premier League,1993,1993/1994,midfielder,11034.0
346,Coventry City,Ally Pickering,26.0,Defender,Rotherham,£90Th.,in,Winter,0.09,Premier League,1993,1993/1994,defender,11036.0
347,Manchester United,Darren Ferguson,21.0,Central Midfield,Wolves,£338Th.,out,Winter,0.33799999999999997,Premier League,1993,1993/1994,midfielder,237.0
348,Manchester United,Danny Wallace,29.0,Attacking Midfield,Birmingham,£270Th.,out,Winter,0.27,Premier League,1993,1993/1994,midfielder,11037.0
349,Newcastle United,Andy Cole,22.0,Centre-Forward,Bristol City,£2.43m,in,Winter,2.43,Premier League,1993,1993/1994,attacker,11057.0
350,Newcastle United,Ruel Fox,26.0,Right Winger,Norwich,£2.25m,in,Winter,2.25,Premier League,1993,1993/1994,attacker,11058.0
351,Newcastle United,Chris Holland,18.0,Central Midfield,Preston NE,£107Th.,in,Winter,0.107,Premier League,1993,1993/1994,midfielder,11059.0
354,Ipswich Town,Steve Whitton,33.0,Forward,Colchester Utd.,£11Th.,out,Winter,0.011000000000000001,Premier League,1993,1993/1994,attacker,241.0
355,Chelsea FC,Mark Stein,27.0,Centre-Forward,Stoke City,£1.50m,in,Winter,1.5,Premier League,1993,1993/1994,attacker,11042.0
357,Chelsea FC,Damian Matthew,23.0,Midfielder,Crystal Palace,£168Th.,out,Winter,0.168,Premier League,1993,1993/1994,midfielder,242.0
358,Chelsea FC,Steve Livingstone,24.0,Centre-Forward,Grimsby Town,£135Th.,out,Winter,0.135,Premier League,1993,1993/1994,attacker,10967.0
360,Leeds United,John Pemberton,28.0,Centre-Back,Sheffield Utd.,£282Th.,in,Winter,0.282,Premier League,1993,1993/1994,defender,243.0
363,Leeds United,Frank Strandli,21.0,Centre-Forward,SK Brann,£135Th.,out,Winter,0.135,Premier League,1993,1993/1994,attacker,10969.0
364,West Ham United,Mark Robson,24.0,Midfielder,Charlton,£140Th.,out,Winter,0.14,Premier League,1993,1993/1994,midfielder,244.0
365,West Ham United,Colin Foster,29.0,Centre-Back,Watford,£113Th.,out,Winter,0.113,Premier League,1993,1993/1994,defender,245.0
366,West Ham United,Clive Allen,32.0,Centre-Forward,Millwall,£77Th.,out,Winter,0.077,Premier League,1993,1993/1994,attacker,246.0
367,Swindon Town,Brian Kilcline,31.0,Centre-Back,Newcastle,£101Th.,in,Winter,0.10099999999999999,Premier League,1993,1993/1994,defender,247.0
370,Sheffield United,Nathan Blake,21.0,Centre-Forward,Cardiff,£378Th.,in,Winter,0.37799999999999995,Premier League,1993,1993/1994,attacker,11060.0
372,Manchester City,David Rocastle,26.0,Attacking Midfield,Leeds,£2.16m,in,Winter,2.16,Premier League,1993,1993/1994,midfielder,10952.0
373,Manchester City,Uwe Rösler,25.0,Centre-Forward,1.FC Nuremberg,£900Th.,in,Winter,0.9,Premier League,1993,1993/1994,attacker,10989.0
374,Manchester City,Paul Walsh,31.0,Centre-Forward,Portsmouth,£765Th.,in,Winter,0.765,Premier League,1993,1993/1994,attacker,10962.0
375,Southampton FC,Jim Magilton,24.0,Right Midfield,Oxford United,£720Th.,in,Winter,0.72,Premier League,1993,1993/1994,midfielder,11061.0
376,Southampton FC,Neil Heaney,22.0,Right Winger,Arsenal,£342Th.,in,Winter,0.342,Premier League,1993,1993/1994,attacker,11062.0
377,Southampton FC,Dave Beasant,34.0,Goalkeeper,Chelsea,£342Th.,in,Winter,0.342,Premier League,1993,1993/1994,goalkeeper,251.0
378,Southampton FC,Craig Maskell,25.0,Centre-Forward,Swindon Town,£315Th.,in,Winter,0.315,Premier League,1993,1993/1994,attacker,11063.0
380,Southampton FC,Paul Moody,26.0,Forward,Oxford United,£63Th.,out,Winter,0.063,Premier League,1993,1993/1994,attacker,253.0
381,Blackburn Rovers,Tim Flowers,26.0,Goalkeeper,Southampton,£3.42m,in,Winter,3.42,Premier League,1993,1993/1994,goalkeeper,11064.0
382,Blackburn Rovers,David Batty,25.0,Defensive Midfield,Leeds,£3.40m,in,Winter,3.4,Premier League,1993,1993/1994,midfielder,11065.0
384,Tottenham Hotspur,Kevin Scott,27.0,Centre-Back,Newcastle,£990Th.,in,Winter,0.99,Premier League,1993,1993/1994,defender,11066.0
385,Tottenham Hotspur,Ronny Rosenthal,30.0,Left Winger,Liverpool,£270Th.,in,Winter,0.27,Premier League,1993,1993/1994,attacker,257.0
386,Tottenham Hotspur,Micky Hazard,33.0,Central Midfield,Swindon Town,£50Th.,in,Winter,0.05,Premier League,1993,1993/1994,midfielder,258.0
388,Everton FC,Brett Angell,25.0,Centre-Forward,Southend United,£450Th.,in,Winter,0.45,Premier League,1993,1993/1994,attacker,11067.0
389,Everton FC,Joe Parkinson,22.0,Midfielder,Bournemouth,£338Th.,in,Winter,0.33799999999999997,Premier League,1993,1993/1994,midfielder,260.0
390,Racing Santander,Dmitri Radchenko,22.0,Centre-Forward,Spartak Moscow,£1.08m,in,Summer,1.08,Primera Division,1993,1993/1994,attacker,11068.0
392,Valencia CF,Predrag Mijatović,24.0,Centre-Forward,Partizan,£9.00m,in,Summer,9.0,Primera Division,1993,1993/1994,attacker,11069.0
394,Real Madrid,Peter Dubovsky,21.0,Second Striker,Slo. Bratislava,£3.87m,in,Summer,3.87,Primera Division,1993,1993/1994,attacker,263.0
396,Real Zaragoza,Juan Esnáider,20.0,Centre-Forward,Real Madrid,£1.26m,in,Summer,1.26,Primera Division,1993,1993/1994,attacker,11070.0
397,FC Barcelona,Romário,27.0,Centre-Forward,PSV Eindhoven,£10.80m,in,Summer,10.8,Primera Division,1993,1993/1994,attacker,265.0
398,FC Barcelona,Iván Iglesias,21.0,Central Midfield,Sporting Gijón,£585Th.,in,Summer,0.585,Primera Division,1993,1993/1994,midfielder,11071.0
399,Valencia CF,Víctor Aristizábal,22.0,Centre-Forward,Atl. Nacional,£450Th.,in,Winter,0.45,Primera Division,1993,1993/1994,attacker,267.0
400,Sevilla FC,Quique Estebaranz,28.0,Centre-Forward,FC Barcelona,£900Th.,in,Winter,0.9,Primera Division,1993,1993/1994,attacker,268.0
402,1.FC Kaiserslautern,Uwe Fuchs,26.0,Centre-Forward,1. FC Köln,£585Th.,in,Summer,0.585,1 Bundesliga,1993,1993/1994,attacker,269.0
403,1.FC Kaiserslautern,Michael Lusch,29.0,Right Midfield,Bor. Dortmund,£428Th.,in,Summer,0.428,1 Bundesliga,1993,1993/1994,midfielder,11072.0
404,1.FC Kaiserslautern,Claus Reitmaier,29.0,Goalkeeper,Stuttg. Kickers,£360Th.,in,Summer,0.36,1 Bundesliga,1993,1993/1994,goalkeeper,11073.0
406,1.FC Kaiserslautern,Michael Zeyer,25.0,Central Midfield,Waldh. Mannheim,£315Th.,out,Summer,0.315,1 Bundesliga,1993,1993/1994,midfielder,11074.0
407,SG Dynamo Dresden,Olaf Marschall,27.0,Centre-Forward,Admira/Wacker,£383Th.,in,Summer,0.38299999999999995,1 Bundesliga,1993,1993/1994,attacker,11075.0
408,SG Dynamo Dresden,Markus Kranz,23.0,Left-Back,Bay. Uerdingen,£360Th.,in,Summer,0.36,1 Bundesliga,1993,1993/1994,defender,274.0
409,SG Dynamo Dresden,Piotr Nowak,28.0,Attacking Midfield,BSC Young Boys,£324Th.,in,Summer,0.324,1 Bundesliga,1993,1993/1994,midfielder,11076.0
410,SG Dynamo Dresden,Uwe Rösler,24.0,Centre-Forward,1.FC Nuremberg,Loan fee:£8Th.,in,Summer,0.008,1 Bundesliga,1993,1993/1994,attacker,10990.0
413,SG Dynamo Dresden,Andreas Wagenhaus,28.0,Centre-Back,Fenerbahce,£540Th.,out,Summer,0.54,1 Bundesliga,1993,1993/1994,defender,276.0
415,SG Wattenscheid 09,Stefan Studer,29.0,Left Midfield,E. Frankfurt,£203Th.,in,Summer,0.203,1 Bundesliga,1993,1993/1994,midfielder,11077.0
416,SG Wattenscheid 09,Ivica Jozic,23.0,Attacking Midfield,Schalke 04 II,£23Th.,in,Summer,0.023,1 Bundesliga,1993,1993/1994,midfielder,278.0
417,SV Werder Bremen,Mario Basler,24.0,Right Midfield,Hertha BSC,£990Th.,in,Summer,0.99,1 Bundesliga,1993,1993/1994,midfielder,11078.0
419,VfB Stuttgart,Dunga,29.0,Defensive Midfield,Pescara,£1.80m,in,Summer,1.8,1 Bundesliga,1993,1993/1994,midfielder,280.0
420,VfB Stuttgart,Axel Kruse,25.0,Centre-Forward,E. Frankfurt,£765Th.,in,Summer,0.765,1 Bundesliga,1993,1993/1994,attacker,11079.0
421,VfB Stuttgart,Torsten Kracht,25.0,Centre-Back,VfB Leipzig,£360Th.,in,Summer,0.36,1 Bundesliga,1993,1993/1994,defender,11080.0
422,VfB Stuttgart,Thomas Berthold,28.0,Centre-Back,Bayern Munich,£293Th.,in,Summer,0.293,1 Bundesliga,1993,1993/1994,defender,283.0
426,SC Freiburg,Jörg Schmadtke,29.0,Goalkeeper,F. Düsseldorf,£180Th.,in,Summer,0.18,1 Bundesliga,1993,1993/1994,goalkeeper,284.0
427,SC Freiburg,Jan Seifert,24.0,Centre-Back,Chemnitzer FC,£158Th.,in,Summer,0.158,1 Bundesliga,1993,1993/1994,defender,285.0
428,SC Freiburg,Uwe Wassmer,27.0,Centre-Forward,FC Aarau,£113Th.,in,Summer,0.113,1 Bundesliga,1993,1993/1994,attacker,11081.0
429,MSV Duisburg,Peter Közle,25.0,Centre-Forward,Grasshoppers,£540Th.,in,Summer,0.54,1 Bundesliga,1993,1993/1994,attacker,11082.0
430,MSV Duisburg,Uwe Weidemann,30.0,Attacking Midfield,1.FC Nuremberg,£270Th.,in,Summer,0.27,1 Bundesliga,1993,1993/1994,midfielder,11083.0
431,MSV Duisburg,Markus Sailer,25.0,Centre-Forward,FC St. Pauli,Loan fee:£56Th.,out,Summer,0.055999999999999994,1 Bundesliga,1993,1993/1994,attacker,289.0
432,Karlsruher SC,Slaven Bilic,24.0,Centre-Back,Hajduk Split,£450Th.,in,Summer,0.45,1 Bundesliga,1993,1993/1994,defender,11084.0
433,Karlsruher SC,Edgar Schmitt,30.0,Centre-Forward,E. Frankfurt,£428Th.,in,Summer,0.428,1 Bundesliga,1993,1993/1994,attacker,291.0
434,Karlsruher SC,Heiko Bonan,27.0,Attacking Midfield,VfL Bochum,£293Th.,in,Summer,0.293,1 Bundesliga,1993,1993/1994,midfielder,292.0
435,Hamburger SV,Valdas Ivanauskas,26.0,Centre-Forward,Austria Vienna,£765Th.,in,Summer,0.765,1 Bundesliga,1993,1993/1994,attacker,293.0
436,Hamburger SV,Michael Kostner,24.0,Sweeper,Saarbrücken,£450Th.,in,Summer,0.45,1 Bundesliga,1993,1993/1994,defender,11085.0
437,Hamburger SV,Andreas Sassen,25.0,Attacking Midfield,Bay. Uerdingen,£360Th.,in,Summer,0.36,1 Bundesliga,1993,1993/1994,midfielder,11086.0
438,Hamburger SV,Jörg Albertz,22.0,Left Midfield,F. Düsseldorf,£270Th.,in,Summer,0.27,1 Bundesliga,1993,1993/1994,midfielder,11087.0
439,Hamburger SV,Stig Töfting,23.0,Defensive Midfield,Aarhus GF,£270Th.,in,Summer,0.27,1 Bundesliga,1993,1993/1994,midfielder,11088.0
442,Hamburger SV,Frank Rohde,33.0,Sweeper,Hertha BSC,£189Th.,out,Summer,0.18899999999999997,1 Bundesliga,1993,1993/1994,defender,298.0
443,FC Schalke 04,Youri Mulder,24.0,Centre-Forward,Twente FC,£630Th.,in,Summer,0.63,1 Bundesliga,1993,1993/1994,attacker,299.0
445,Bayern Munich,Adolfo Valencia,25.0,Centre-Forward,Indep. Santa Fe,£2.30m,in,Summer,2.3,1 Bundesliga,1993,1993/1994,attacker,11089.0
446,Bayern Munich,Marcel Witeczek,24.0,Centre-Forward,1.FC K'lautern,£2.25m,in,Summer,2.25,1 Bundesliga,1993,1993/1994,attacker,301.0
447,Bayern Munich,Alexander Zickler,19.0,Centre-Forward,Dynamo Dresden,£1.04m,in,Summer,1.04,1 Bundesliga,1993,1993/1994,attacker,302.0
451,Bayern Munich,Raymond Victoria,20.0,Central Midfield,De Graafschap,£61Th.,out,Summer,0.061,1 Bundesliga,1993,1993/1994,midfielder,303.0
452,Eintracht Frankfurt,Maurizio Gaudino,26.0,Central Midfield,VfB Stuttgart,£1.35m,in,Summer,1.35,1 Bundesliga,1993,1993/1994,midfielder,11090.0
453,Eintracht Frankfurt,Jan Furtok,31.0,Centre-Forward,Hamburger SV,£990Th.,in,Summer,0.99,1 Bundesliga,1993,1993/1994,attacker,305.0
457,Borussia Mönchengladbach,Heiko Herrlich,21.0,Centre-Forward,Bay. Leverkusen,£720Th.,in,Summer,0.72,1 Bundesliga,1993,1993/1994,attacker,11091.0
459,Borussia Dortmund,Karl-Heinz Riedle,27.0,Centre-Forward,Lazio,£4.05m,in,Summer,4.05,1 Bundesliga,1993,1993/1994,attacker,11092.0
460,Borussia Dortmund,Steffen Freund,23.0,Defensive Midfield,FC Schalke 04,£1.35m,in,Summer,1.35,1 Bundesliga,1993,1993/1994,midfielder,11093.0
461,Borussia Dortmund,Dr. Philipp Laux,20.0,Goalkeeper,VfB Gaggenau,£36Th.,in,Summer,0.036000000000000004,1 Bundesliga,1993,1993/1994,goalkeeper,11094.0
462,Borussia Dortmund,Michael Rummenigge,29.0,Attacking Midfield,Urawa Reds,£1.58m,out,Summer,1.58,1 Bundesliga,1993,1993/1994,midfielder,310.0
464,Borussia Dortmund,René Tretschok,24.0,Defensive Midfield,TeBe Berlin,Loan fee:£68Th.,out,Summer,0.068,1 Bundesliga,1993,1993/1994,midfielder,11095.0
